itemset,count,support,k
"(""It's"", 'a', 'more')",677,0.030830183523839882,3
"('It', 'this', 'your')",677,0.030830183523839882,3
"('and', 'has', 'is')",677,0.030830183523839882,3
"('Your', 'or', 'will')",677,0.030830183523839882,3
"('are', 'in', 'most')",677,0.030830183523839882,3
"('In', 'more', 'to')",677,0.030830183523839882,3
"('fun', 'more', 'your')",677,0.030830183523839882,3
"('a', 'family', 'with')",677,0.030830183523839882,3
"('a', 'friends', 'it')",677,0.030830183523839882,3
"('hard', 'in', 'with')",677,0.030830183523839882,3
"('You', 'really', 'the')",677,0.030830183523839882,3
"('be', 'special', 'the')",677,0.030830183523839882,3
"('If', 'and', 'up')",677,0.030830183523839882,3
"('life', 'love', 'may')",677,0.030830183523839882,3
"('Be', 'be', 'time')",677,0.030830183523839882,3
"('at', 'especially', 'in')",677,0.030830183523839882,3
"('and', 'hard', 'work')",677,0.030830183523839882,3
"('a', 'astral', 'to')",677,0.030830183523839882,3
"('a', 'relationship', 'will')",677,0.030830183523839882,3
"('a', 'months', 'more')",677,0.030830183523839882,3
"('have', 'month', 'year')",677,0.030830183523839882,3
"(""It's"", 'on', 'your')",676,0.03078464410947675,3
"('This', 'good', 'the')",676,0.03078464410947675,3
"('now', 'on', 'to')",676,0.03078464410947675,3
"('home', 'the', 'work')",676,0.03078464410947675,3
"('stay', 'to', 'your')",676,0.03078464410947675,3
"('energy', 'have', 'it')",676,0.03078464410947675,3
"('have', 'is', 'than')",676,0.03078464410947675,3
"('is', 'make', 'on')",676,0.03078464410947675,3
"('The', 'is', 'take')",676,0.03078464410947675,3
"('and', 'back', 'be')",676,0.03078464410947675,3
"('been', 'with', 'your')",676,0.03078464410947675,3
"('feeling', 'to', 'with')",676,0.03078464410947675,3
"('good', 'to', 'want')",676,0.03078464410947675,3
"('have', 'like', 'of')",676,0.03078464410947675,3
"('want', 'work', 'you')",676,0.03078464410947675,3
"('it', 'own', 'you')",676,0.03078464410947675,3
"('Be', 'a', 'so')",676,0.03078464410947675,3
"('an', 'and', 'make')",676,0.03078464410947675,3
"('an', 'so', 'to')",676,0.03078464410947675,3
"('if', 'things', 'you')",676,0.03078464410947675,3
"('If', 'on', 'with')",676,0.03078464410947675,3
"('could', 'great', 'you')",676,0.03078464410947675,3
"('could', 'take', 'the')",676,0.03078464410947675,3
"('but', ""don't"", 'that')",676,0.03078464410947675,3
"('and', 'be', 'being')",676,0.03078464410947675,3
"('even', 'it', 'of')",676,0.03078464410947675,3
"('even', 'of', 'that')",676,0.03078464410947675,3
"('give', 'that', 'the')",676,0.03078464410947675,3
"('a', 'feel', 'way')",676,0.03078464410947675,3
"('feel', 'way', 'your')",676,0.03078464410947675,3
"('one', 'you', 'yourself')",676,0.03078464410947675,3
"('in', 'the', ""you'll"")",676,0.03078464410947675,3
"('You', 'also', 'to')",676,0.03078464410947675,3
"('and', 'are', 'around')",676,0.03078464410947675,3
"('few', 'have', 'the')",676,0.03078464410947675,3
"('make', 'of', 'what')",676,0.03078464410947675,3
"('up', 'what', 'your')",676,0.03078464410947675,3
"('Your', 'are', 'with')",676,0.03078464410947675,3
"('Friends', 'in', 'to')",676,0.03078464410947675,3
"('able', 'in', 'you')",676,0.03078464410947675,3
"('about', 'make', 'your')",676,0.03078464410947675,3
"('be', 'but', 'friends')",676,0.03078464410947675,3
"('around', 'for', 'to')",676,0.03078464410947675,3
"('be', 'romantic', 'to')",676,0.03078464410947675,3
"('a', 'next', 'the')",676,0.03078464410947675,3
"('for', 'more', 'people')",676,0.03078464410947675,3
"('and', 'seem', 'you')",676,0.03078464410947675,3
"('of', 'when', 'yourself')",676,0.03078464410947675,3
"('do', 'if', 'of')",676,0.03078464410947675,3
"('great', 'work', 'your')",676,0.03078464410947675,3
"('in', 'life', 'some')",676,0.03078464410947675,3
"('as', 'that', 'today')",676,0.03078464410947675,3
"('a', 'get', 'make')",676,0.03078464410947675,3
"('are', 'might', 'your')",676,0.03078464410947675,3
"('This', 'do', 'you')",676,0.03078464410947675,3
"('are', 'can', 'not')",676,0.03078464410947675,3
"('in', 'more', 'take')",676,0.03078464410947675,3
"('Be', 'If', 'your')",676,0.03078464410947675,3
"('really', 'to', 'with')",676,0.03078464410947675,3
"('a', 'away', 'of')",676,0.03078464410947675,3
"('If', 'but', 'may')",676,0.03078464410947675,3
"('and', 'but', 'most')",676,0.03078464410947675,3
"('a', 'are', 'other')",676,0.03078464410947675,3
"('as', 'can', 'with')",676,0.03078464410947675,3
"('The', 'to', 'when')",676,0.03078464410947675,3
"('and', 'know', 'this')",676,0.03078464410947675,3
"('a', 'keep', 'that')",676,0.03078464410947675,3
"('or', 'person', 'you')",676,0.03078464410947675,3
"('all', 'more', 'will')",676,0.03078464410947675,3
"('on', 'this', 'up')",676,0.03078464410947675,3
"('loved', 'of', 'your')",676,0.03078464410947675,3
"('of', 'romantic', 'the')",676,0.03078464410947675,3
"('in', 'know', 'that')",676,0.03078464410947675,3
"('A', 'friends', 'the')",676,0.03078464410947675,3
"('Work', 'in', 'you')",676,0.03078464410947675,3
"('are', 'month', 'the')",676,0.03078464410947675,3
"('and', 'for', 'health')",676,0.03078464410947675,3
"('and', 'come', 'year')",676,0.03078464410947675,3
"('at', ""don't"", 'year')",676,0.03078464410947675,3
"('and', 'fun', 'months')",676,0.03078464410947675,3
"('are', 'friends', 'year')",676,0.03078464410947675,3
"('of', 'see', 'year')",676,0.03078464410947675,3
"('life', 'more', 'year')",676,0.03078464410947675,3
"(""It's"", 'on', 'the')",675,0.03073910469511362,3
"(""It's"", 'the', 'yourself')",675,0.03073910469511362,3
"('from', 'if', 'you')",675,0.03073910469511362,3
"('like', 'the', 'yourself')",675,0.03073910469511362,3
"('You', 'in', 'very')",675,0.03073910469511362,3
"('and', 'might', 'some')",675,0.03073910469511362,3
"('can', 'may', 'not')",675,0.03073910469511362,3
"('on', 'take', 'that')",675,0.03073910469511362,3
"('The', 'and', 'great')",675,0.03073910469511362,3
"('If', 'and', 'life')",675,0.03073910469511362,3
"('might', 'of', 'on')",675,0.03073910469511362,3
"('at', 'find', 'the')",675,0.03073910469511362,3
"('be', 'may', 'other')",675,0.03073910469511362,3
"('for', 'help', 'of')",675,0.03073910469511362,3
"('a', 'make', 'so')",675,0.03073910469511362,3
"('an', 'do', 'the')",675,0.03073910469511362,3
"('for', 'into', 'with')",675,0.03073910469511362,3
"('If', 'be', 'good')",675,0.03073910469511362,3
"('for', 'it', 'when')",675,0.03073910469511362,3
"('You', 'get', 'today')",675,0.03073910469511362,3
"('are', 'up', 'will')",675,0.03073910469511362,3
"('even', 'for', 'of')",675,0.03073910469511362,3
"('someone', 'to', 'yourself')",675,0.03073910469511362,3
"('It', 'for', 'is')",675,0.03073910469511362,3
"('for', 'relationship', 'you')",675,0.03073910469511362,3
"('You', 'do', 'yourself')",675,0.03073910469511362,3
"('You', 'it', 'want')",675,0.03073910469511362,3
"('but', 'some', 'that')",675,0.03073910469511362,3
"('but', 'some', 'this')",675,0.03073910469511362,3
"('It', 'in', 'with')",675,0.03073910469511362,3
"('Try', 'be', 'to')",675,0.03073910469511362,3
"('be', 'out', 'time')",675,0.03073910469511362,3
"('likely', 'that', 'you')",675,0.03073910469511362,3
"('possible', 'with', 'you')",675,0.03073910469511362,3
"('You', 'from', 'or')",675,0.03073910469511362,3
"('romance', 'the', 'you')",675,0.03073910469511362,3
"('even', 'the', 'this')",675,0.03073910469511362,3
"('about', 'from', 'you')",675,0.03073910469511362,3
"('they', 'to', 'with')",675,0.03073910469511362,3
"('and', 'keep', 'may')",675,0.03073910469511362,3
"('are', 'off', 'you')",675,0.03073910469511362,3
"('If', 'an', 'your')",675,0.03073910469511362,3
"('a', 'social', 'to')",675,0.03073910469511362,3
"('as', 'at', 'that')",675,0.03073910469511362,3
"('about', 'of', 'some')",675,0.03073910469511362,3
"('feelings', 'in', 'you')",675,0.03073910469511362,3
"('You', 'an', 'this')",675,0.03073910469511362,3
"('Be', 'If', 'to')",675,0.03073910469511362,3
"('The', 'be', 'from')",675,0.03073910469511362,3
"('are', 'much', 'of')",675,0.03073910469511362,3
"('Be', 'see', 'you')",675,0.03073910469511362,3
"('and', 'be', 'bring')",675,0.03073910469511362,3
"('share', 'the', 'to')",675,0.03073910469511362,3
"('If', 'the', 'up')",675,0.03073910469511362,3
"('a', 'no', 'with')",675,0.03073910469511362,3
"('ideas', 'in', 'you')",675,0.03073910469511362,3
"('have', 'life', 'this')",675,0.03073910469511362,3
"('and', 'love', 'up')",675,0.03073910469511362,3
"('Be', 'be', 'what')",675,0.03073910469511362,3
"('a', 'alignment', 'of')",675,0.03073910469511362,3
"('for', 'health', 'to')",675,0.03073910469511362,3
"('a', 'from', 'good')",674,0.030693565280750488,3
"('good', 'it', 'will')",674,0.030693565280750488,3
"('of', 'opportunity', 'the')",674,0.030693565280750488,3
"('You', 'can', 'get')",674,0.030693565280750488,3
"('You', 'home', 'your')",674,0.030693565280750488,3
"('home', 'to', 'work')",674,0.030693565280750488,3
"('a', 'been', 'this')",674,0.030693565280750488,3
"('take', 'this', 'will')",674,0.030693565280750488,3
"('a', 'where', 'your')",674,0.030693565280750488,3
"('have', 'may', 'things')",674,0.030693565280750488,3
"(""Don't"", 'in', 'this')",674,0.030693565280750488,3
"('a', 'making', 'to')",674,0.030693565280750488,3
"('an', 'or', 'with')",674,0.030693565280750488,3
"('and', 'or', 'well')",674,0.030693565280750488,3
"('than', 'the', 'today')",674,0.030693565280750488,3
"('can', 'of', 'one')",674,0.030693565280750488,3
"('can', 'something', 'you')",674,0.030693565280750488,3
"('Be', 'and', 'do')",674,0.030693565280750488,3
"('day', 'do', 'you')",674,0.030693565280750488,3
"('a', 'emotional', 'to')",674,0.030693565280750488,3
"('and', 'better', 'with')",674,0.030693565280750488,3
"('better', 'to', 'with')",674,0.030693565280750488,3
"('might', 'time', 'you')",674,0.030693565280750488,3
"('of', 'out', 'so')",674,0.030693565280750488,3
"('of', 'then', 'with')",674,0.030693565280750488,3
"('find', 'of', 'today')",674,0.030693565280750488,3
"('little', 'may', 'the')",674,0.030693565280750488,3
"('a', 'no', 'will')",674,0.030693565280750488,3
"('at', 'be', 'great')",674,0.030693565280750488,3
"('in', 'on', 'others')",674,0.030693565280750488,3
"('is', 'this', 'want')",674,0.030693565280750488,3
"('The', ""don't"", 'in')",674,0.030693565280750488,3
"(""don't"", 'get', 'your')",674,0.030693565280750488,3
"('look', 'of', 'you')",674,0.030693565280750488,3
"('be', 'know', 'that')",674,0.030693565280750488,3
"('big', 'may', 'the')",674,0.030693565280750488,3
"('You', 'but', 'feel')",674,0.030693565280750488,3
"('few', 'that', 'to')",674,0.030693565280750488,3
"('as', 'get', 'in')",674,0.030693565280750488,3
"('from', 'love', 'you')",674,0.030693565280750488,3
"('a', 'order', 'to')",674,0.030693565280750488,3
"('most', 'on', 'you')",674,0.030693565280750488,3
"('are', 'by', 'is')",674,0.030693565280750488,3
"('You', 'keep', 'to')",674,0.030693565280750488,3
"('all', 'and', 'new')",674,0.030693565280750488,3
"('A', 'and', 'good')",674,0.030693565280750488,3
"('are', 'is', 'life')",674,0.030693565280750488,3
"('even', 'in', 'is')",674,0.030693565280750488,3
"('if', 'or', 'will')",674,0.030693565280750488,3
"('for', 'in', 'just')",674,0.030693565280750488,3
"(""It's"", 'love', 'you')",674,0.030693565280750488,3
"('a', 'in', 'rest')",674,0.030693565280750488,3
"('If', 'may', 'on')",674,0.030693565280750488,3
"('be', 'in', 'world')",674,0.030693565280750488,3
"('as', 'for', 'time')",674,0.030693565280750488,3
"('but', 'could', 'more')",674,0.030693565280750488,3
"('for', 'friends', 'more')",674,0.030693565280750488,3
"('Be', 'You', 'but')",674,0.030693565280750488,3
"('or', 'the', 'them')",674,0.030693565280750488,3
"('bring', 'may', 'you')",674,0.030693565280750488,3
"('to', 'water', 'you')",674,0.030693565280750488,3
"('feel', 'love', 'the')",674,0.030693565280750488,3
"('any', 'at', 'to')",674,0.030693565280750488,3
"(""It's"", 'be', 'will')",674,0.030693565280750488,3
"('by', 'the', 'what')",674,0.030693565280750488,3
"('first', 'of', 'yourself')",674,0.030693565280750488,3
"('A', 'Be', 'at')",674,0.030693565280750488,3
"('a', 'not', 'year')",674,0.030693565280750488,3
"('this', 'time', 'year')",674,0.030693565280750488,3
"('last', 'with', 'year')",674,0.030693565280750488,3
"('energy', 'from', 'to')",673,0.030648025866387357,3
"('You', 'feeling', 'the')",673,0.030648025866387357,3
"('at', 'could', 'have')",673,0.030648025866387357,3
"('could', 'may', 'work')",673,0.030648025866387357,3
"('much', 'the', 'this')",673,0.030648025866387357,3
"('and', 'good', 'take')",673,0.030648025866387357,3
"('and', 'that', 'would')",673,0.030648025866387357,3
"('for', 'may', 'than')",673,0.030648025866387357,3
"('The', 'in', 'take')",673,0.030648025866387357,3
"('and', 'should', 'that')",673,0.030648025866387357,3
"('mind', 'this', 'you')",673,0.030648025866387357,3
"('Be', 'and', 'too')",673,0.030648025866387357,3
"('a', 'about', 'get')",673,0.030648025866387357,3
"('feel', 'get', 'of')",673,0.030648025866387357,3
"('exercise', 'for', 'of')",673,0.030648025866387357,3
"('You', 'and', 'then')",673,0.030648025866387357,3
"('You', 'on', 'take')",673,0.030648025866387357,3
"('a', ""don't"", 'today')",673,0.030648025866387357,3
"(""Don't"", 'and', 'today')",673,0.030648025866387357,3
"('and', 'may', 'no')",673,0.030648025866387357,3
"('in', 'it', 'one')",673,0.030648025866387357,3
"('need', 'of', 'some')",673,0.030648025866387357,3
"('of', 'some', 'up')",673,0.030648025866387357,3
"('home', 'on', 'to')",673,0.030648025866387357,3
"('for', 'possible', 'to')",673,0.030648025866387357,3
"('friends', 'have', 'of')",673,0.030648025866387357,3
"('a', 'that', 'try')",673,0.030648025866387357,3
"('friends', 'of', 'that')",673,0.030648025866387357,3
"('and', 'are', 'important')",673,0.030648025866387357,3
"('all', 'be', 'if')",673,0.030648025866387357,3
"('and', 'need', 'so')",673,0.030648025866387357,3
"(""don't"", 'of', 'so')",673,0.030648025866387357,3
"('it', 'what', 'yourself')",673,0.030648025866387357,3
"('an', 'may', 'will')",673,0.030648025866387357,3
"('In', 'have', 'to')",673,0.030648025866387357,3
"('or', 'that', 'up')",673,0.030648025866387357,3
"('a', 'next', 'to')",673,0.030648025866387357,3
"('and', 'romance', 'the')",673,0.030648025866387357,3
"('a', 'them', 'this')",673,0.030648025866387357,3
"('and', 'may', 'person')",673,0.030648025866387357,3
"('that', 'things', 'this')",673,0.030648025866387357,3
"('few', 'that', 'you')",673,0.030648025866387357,3
"('a', 'from', 'get')",673,0.030648025866387357,3
"('and', 'people', 'what')",673,0.030648025866387357,3
"('away', 'of', 'your')",673,0.030648025866387357,3
"('a', 'important', 'will')",673,0.030648025866387357,3
"('a', 'together', 'you')",673,0.030648025866387357,3
"('and', 'be', 'has')",673,0.030648025866387357,3
"('be', 'money', 'to')",673,0.030648025866387357,3
"('home', 'in', 'work')",673,0.030648025866387357,3
"('If', 'in', 'out')",673,0.030648025866387357,3
"('The', 'into', 'your')",673,0.030648025866387357,3
"('and', 'away', 'be')",673,0.030648025866387357,3
"('love', 'not', 'of')",673,0.030648025866387357,3
"('at', 'for', 'not')",673,0.030648025866387357,3
"('life', 'new', 'to')",673,0.030648025866387357,3
"('but', 'not', 'yourself')",673,0.030648025866387357,3
"('are', 'or', 'time')",673,0.030648025866387357,3
"('from', 'on', 'with')",673,0.030648025866387357,3
"('You', 'need', 'or')",673,0.030648025866387357,3
"('The', 'a', 'first')",673,0.030648025866387357,3
"('and', 'how', 'more')",673,0.030648025866387357,3
"('but', 'in', 'want')",673,0.030648025866387357,3
"('also', 'that', 'your')",673,0.030648025866387357,3
"('and', 'one', 'time')",673,0.030648025866387357,3
"('exercise', 'this', 'your')",673,0.030648025866387357,3
"('and', 'summer', 'your')",673,0.030648025866387357,3
"('friends', 'months', 'the')",673,0.030648025866387357,3
"('summer', 'the', 'your')",673,0.030648025866387357,3
"('This', 'of', 'today')",672,0.030602486452024225,3
"('are', 'energy', 'this')",672,0.030602486452024225,3
"('are', 'now', 'your')",672,0.030602486452024225,3
"('energy', 'from', 'you')",672,0.030602486452024225,3
"('let', 'that', 'the')",672,0.030602486452024225,3
"('benefit', 'the', 'you')",672,0.030602486452024225,3
"('can', 'if', 'may')",672,0.030602486452024225,3
"('energy', 'make', 'your')",672,0.030602486452024225,3
"('out', 'work', 'your')",672,0.030602486452024225,3
"('have', 'on', 'some')",672,0.030602486452024225,3
"('to', ""you'll"", 'your')",672,0.030602486452024225,3
"('is', 'it', 'want')",672,0.030602486452024225,3
"('by', 'not', 'your')",672,0.030602486452024225,3
"('better', 'for', 'the')",672,0.030602486452024225,3
"('You', 'and', 'even')",672,0.030602486452024225,3
"('and', 'at', 'others')",672,0.030602486452024225,3
"('at', 'others', 'the')",672,0.030602486452024225,3
"('at', 'others', 'to')",672,0.030602486452024225,3
"('at', 'be', 'make')",672,0.030602486452024225,3
"('be', 'sense', 'you')",672,0.030602486452024225,3
"('in', 'of', 'person')",672,0.030602486452024225,3
"('it', 'little', 'to')",672,0.030602486452024225,3
"('time', 'want', 'your')",672,0.030602486452024225,3
"('at', 'of', 'way')",672,0.030602486452024225,3
"('Your', 'a', 'time')",672,0.030602486452024225,3
"('a', 'can', 'than')",672,0.030602486452024225,3
"('and', 'more', 'see')",672,0.030602486452024225,3
"('In', 'and', 'that')",672,0.030602486452024225,3
"('In', 'that', 'the')",672,0.030602486452024225,3
"('little', 'to', 'will')",672,0.030602486452024225,3
"('as', 'new', 'you')",672,0.030602486452024225,3
"('You', 'around', 'to')",672,0.030602486452024225,3
"('and', 'comes', 'to')",672,0.030602486452024225,3
"('and', 'be', 'partner')",672,0.030602486452024225,3
"('may', 'things', 'this')",672,0.030602486452024225,3
"(""It's"", 'be', 'is')",672,0.030602486452024225,3
"('this', 'way', 'with')",672,0.030602486452024225,3
"('The', 'by', 'your')",672,0.030602486452024225,3
"('at', 'in', 'new')",672,0.030602486452024225,3
"('of', 'or', 'someone')",672,0.030602486452024225,3
"('are', 'might', 'the')",672,0.030602486452024225,3
"('A', 'and', 'home')",672,0.030602486452024225,3
"('but', 'home', 'may')",672,0.030602486452024225,3
"('an', 'and', 'feel')",672,0.030602486452024225,3
"('an', 'to', 'what')",672,0.030602486452024225,3
"('and', 'some', 'things')",672,0.030602486452024225,3
"('is', 'love', 'on')",672,0.030602486452024225,3
"('have', 'no', 'to')",672,0.030602486452024225,3
"('but', 'from', 'may')",672,0.030602486452024225,3
"('a', 'few', 'will')",672,0.030602486452024225,3
"('as', 'can', 'for')",672,0.030602486452024225,3
"('can', 'from', 'with')",672,0.030602486452024225,3
"('a', ""don't"", 'what')",672,0.030602486452024225,3
"('an', 'love', 'you')",672,0.030602486452024225,3
"('of', 'practical', 'your')",672,0.030602486452024225,3
"('have', 'very', 'your')",672,0.030602486452024225,3
"('a', 'love', 'months')",672,0.030602486452024225,3
"('love', 'may', 'time')",672,0.030602486452024225,3
"('a', 'chance', 'the')",672,0.030602486452024225,3
"('and', 'own', 'will')",672,0.030602486452024225,3
"('a', 'give', 'is')",672,0.030602486452024225,3
"('are', 'as', 'can')",672,0.030602486452024225,3
"('change', 'for', 'in')",672,0.030602486452024225,3
"('at', 'on', 'year')",672,0.030602486452024225,3
"('February', 'a', 'is')",672,0.030602486452024225,3
"('February', 'are', 'be')",672,0.030602486452024225,3
"('February', 'are', 'your')",672,0.030602486452024225,3
"('February', 'is', 'your')",672,0.030602486452024225,3
"('February', 'you', 'yourself')",672,0.030602486452024225,3
"('July', 'and', 'to')",672,0.030602486452024225,3
"('July', 'and', 'your')",672,0.030602486452024225,3
"('October', 'with', 'your')",672,0.030602486452024225,3
"('September', 'in', 'you')",672,0.030602486452024225,3
"('Be', 'October', 'and')",672,0.030602486452024225,3
"('Be', 'October', 'in')",672,0.030602486452024225,3
"('February', 'and', 'people')",672,0.030602486452024225,3
"('February', 'for', 'more')",672,0.030602486452024225,3
"('February', 'in', 'people')",672,0.030602486452024225,3
"('February', 'it', 'you')",672,0.030602486452024225,3
"('If', 'be', 'year')",672,0.030602486452024225,3
"('July', 'the', 'year')",672,0.030602486452024225,3
"('March', 'in', 'of')",672,0.030602486452024225,3
"('March', 'to', 'your')",672,0.030602486452024225,3
"('January', 'but', 'or')",672,0.030602486452024225,3
"('January', 'good', 'the')",672,0.030602486452024225,3
"('January', 'good', 'year')",672,0.030602486452024225,3
"('January', 'love', 'or')",672,0.030602486452024225,3
"('life', 'or', 'year')",672,0.030602486452024225,3
"('A', 'February', 'be')",672,0.030602486452024225,3
"('February', 'at', 'first')",672,0.030602486452024225,3
"('June', 'and', 'to')",672,0.030602486452024225,3
"('June', 'and', 'year')",672,0.030602486452024225,3
"('June', 'in', 'to')",672,0.030602486452024225,3
"('June', 'in', 'year')",672,0.030602486452024225,3
"('May', 'be', 'you')",672,0.030602486452024225,3
"('practical', 'year', 'your')",672,0.030602486452024225,3
"('A', 'April', 'of')",672,0.030602486452024225,3
"('April', 'The', 'you')",672,0.030602486452024225,3
"('April', 'it', 'your')",672,0.030602486452024225,3
"('February', 'months', 'your')",672,0.030602486452024225,3
"('February', 'or', 'this')",672,0.030602486452024225,3
"('be', 'family', 'year')",672,0.030602486452024225,3
"('fun', 'or', 'year')",672,0.030602486452024225,3
"('summer', 'the', 'year')",672,0.030602486452024225,3
"('up', 'year', 'your')",672,0.030602486452024225,3
"('February', 'You', 'a')",672,0.030602486452024225,3
"('February', 'could', 'this')",672,0.030602486452024225,3
"('January', 'You', 'you')",672,0.030602486452024225,3
"('January', 'home', 'to')",672,0.030602486452024225,3
"('The', 'love', 'year')",672,0.030602486452024225,3
"('April', 'at', 'this')",672,0.030602486452024225,3
"('April', 'be', 'home')",672,0.030602486452024225,3
"('December', 'at', 'you')",672,0.030602486452024225,3
"('December', 'the', 'this')",672,0.030602486452024225,3
"('August', 'November', 'but')",672,0.030602486452024225,3
"('August', 'home', 'the')",672,0.030602486452024225,3
"('August', 'month', 'with')",672,0.030602486452024225,3
"('November', 'be', 'month')",672,0.030602486452024225,3
"('November', 'on', 'to')",672,0.030602486452024225,3
"('November', 'on', 'your')",672,0.030602486452024225,3
"('November', 'or', 'with')",672,0.030602486452024225,3
"('November', 'that', 'the')",672,0.030602486452024225,3
"('December', 'January', 'year')",672,0.030602486452024225,3
"('January', 'are', 'your')",672,0.030602486452024225,3
"('Be', 'especially', 'year')",672,0.030602486452024225,3
"('November', 'You', 'your')",672,0.030602486452024225,3
"('November', 'a', 'on')",672,0.030602486452024225,3
"('a', 'in', 'summer')",672,0.030602486452024225,3
"('April', 'and', 'great')",672,0.030602486452024225,3
"('April', 'great', 'in')",672,0.030602486452024225,3
"('August', 'and', 'get')",672,0.030602486452024225,3
"('August', 'be', 'great')",672,0.030602486452024225,3
"('August', 'can', 'with')",672,0.030602486452024225,3
"('August', 'could', 'love')",672,0.030602486452024225,3
"('August', 'get', 'in')",672,0.030602486452024225,3
"('August', 'what', 'your')",672,0.030602486452024225,3
"('January', 'a', 'month')",672,0.030602486452024225,3
"('November', 'all', 'be')",672,0.030602486452024225,3
"('November', 'all', 'your')",672,0.030602486452024225,3
"('April', 'Be', 'could')",672,0.030602486452024225,3
"('April', 'February', 'at')",672,0.030602486452024225,3
"('April', 'February', 'but')",672,0.030602486452024225,3
"('April', 'can', 'of')",672,0.030602486452024225,3
"('April', 'for', 'love')",672,0.030602486452024225,3
"('April', 'Be', 'yourself')",672,0.030602486452024225,3
"('April', 'month', 'of')",672,0.030602486452024225,3
"('August', 'have', 'may')",672,0.030602486452024225,3
"('August', 'life', 'year')",672,0.030602486452024225,3
"('August', 'some', 'the')",672,0.030602486452024225,3
"('November', 'and', 'is')",672,0.030602486452024225,3
"('January', 'and', 'that')",672,0.030602486452024225,3
"('January', 'in', 'that')",672,0.030602486452024225,3
"('November', 'to', 'will')",672,0.030602486452024225,3
"('April', 'November', 'for')",672,0.030602486452024225,3
"('April', 'are', 'of')",672,0.030602486452024225,3
"('November', 'a', 'are')",672,0.030602486452024225,3
"('November', 'are', 'to')",672,0.030602486452024225,3
"('November', 'fun', 'to')",672,0.030602486452024225,3
"('Be', 'November', 'love')",672,0.030602486452024225,3
"('April', 'so', 'to')",672,0.030602486452024225,3
"('Be', 'first', 'months')",672,0.030602486452024225,3
"('first', 'months', 'with')",672,0.030602486452024225,3
"('April', 'May', 'and')",672,0.030602486452024225,3
"('April', 'May', 'in')",672,0.030602486452024225,3
"('Be', 'May', 'and')",672,0.030602486452024225,3
"('Be', 'May', 'in')",672,0.030602486452024225,3
"('August', 'The', 'year')",672,0.030602486452024225,3
"('August', 'people', 'with')",672,0.030602486452024225,3
"('August', 'and', 'things')",672,0.030602486452024225,3
"('August', 'in', 'things')",672,0.030602486452024225,3
"('August', 'first', 'will')",672,0.030602486452024225,3
"('August', 'are', 'love')",672,0.030602486452024225,3
"('a', 'to', 'wonderful')",671,0.030556947037661094,3
"('and', 'of', 'opportunity')",671,0.030556947037661094,3
"('good', 'on', 'that')",671,0.030556947037661094,3
"('You', 'at', 'get')",671,0.030556947037661094,3
"('You', 'feel', 'not')",671,0.030556947037661094,3
"('can', 'home', 'you')",671,0.030556947037661094,3
"('can', 'it', 'not')",671,0.030556947037661094,3
"('This', 'for', 'may')",671,0.030556947037661094,3
"('This', 'make', 'you')",671,0.030556947037661094,3
"('day', 'may', 'that')",671,0.030556947037661094,3
"('day', 'feel', 'you')",671,0.030556947037661094,3
"('for', 'take', 'this')",671,0.030556947037661094,3
"('feel', 'life', 'to')",671,0.030556947037661094,3
"('but', 'more', 'than')",671,0.030556947037661094,3
"('is', 'some', 'today')",671,0.030556947037661094,3
"('exercise', 'is', 'that')",671,0.030556947037661094,3
"('find', 'on', 'that')",671,0.030556947037661094,3
"('at', 'get', 'is')",671,0.030556947037661094,3
"('This', 'about', 'you')",671,0.030556947037661094,3
"('about', 'want', 'you')",671,0.030556947037661094,3
"('be', 'for', ""you're"")",671,0.030556947037661094,3
"('better', 'it', 'you')",671,0.030556947037661094,3
"('day', 'of', 'today')",671,0.030556947037661094,3
"('and', 'great', 'yourself')",671,0.030556947037661094,3
"('get', 'may', 'today')",671,0.030556947037661094,3
"('by', 'could', 'to')",671,0.030556947037661094,3
"('relationship', 'with', 'you')",671,0.030556947037661094,3
"('a', 'and', 'getting')",671,0.030556947037661094,3
"('friends', 'on', 'your')",671,0.030556947037661094,3
"('have', 'how', 'your')",671,0.030556947037661094,3
"('if', 'is', 'yourself')",671,0.030556947037661094,3
"('is', 'let', 'the')",671,0.030556947037661094,3
"('all', 'be', 'things')",671,0.030556947037661094,3
"('are', 'important', 'your')",671,0.030556947037661094,3
"('all', 'can', 'may')",671,0.030556947037661094,3
"('need', 'so', 'the')",671,0.030556947037661094,3
"('Your', 'are', 'will')",671,0.030556947037661094,3
"('In', 'a', 'or')",671,0.030556947037661094,3
"('and', ""it's"", 'that')",671,0.030556947037661094,3
"('do', 'have', 'or')",671,0.030556947037661094,3
"(""don't"", 'that', 'will')",671,0.030556947037661094,3
"('especially', 'love', 'the')",671,0.030556947037661094,3
"('for', 'time', 'work')",671,0.030556947037661094,3
"('and', 'for', ""it's"")",671,0.030556947037661094,3
"('for', ""it's"", 'the')",671,0.030556947037661094,3
"('love', 'of', 'people')",671,0.030556947037661094,3
"('be', 'take', 'time')",671,0.030556947037661094,3
"('have', 'this', 'today')",671,0.030556947037661094,3
"('just', 'not', 'you')",671,0.030556947037661094,3
"('that', 'these', 'to')",671,0.030556947037661094,3
"('that', 'these', 'you')",671,0.030556947037661094,3
"(""It's"", 'at', 'your')",671,0.030556947037661094,3
"('a', 'do', 'something')",671,0.030556947037661094,3
