sign;category;date;horoscope
taurus;love;20201219;The planetary energy today may make you despair of ever getting it right between you and your sugar honey. Just when you thought you had it all sewn up, along comes another reason to fall out, feel disillusioned, or generally wish that partnerships, as such, had never been invented. This phase won't last too long. Just hang in there until it has passed.
virgo;love;20201219;Today's planetary energy may be a decisive factor in the way you perceive a certain person. If you are wishing to enter into a relationship with them, don't make any judgments at this time, as these will tend to be pessimistic and you could find that, for once, you just do not know how to communicate. Wait a while until you can make a more informed decision.
aquarius;love;20201220;This may not prove to be the most sociable day you have experienced this year. The planetary energy makes meeting up with others, and that essential flow of conversation, more than a little awkward. People seem to stumble over their words, blush, get over-embarrassed, and generally lack confidence. Not the best time for that first date. Wait a while, and it could be the best thing ever!
aries;love;20201220;"You may not feel in a very romantic mood today, as the planetary energy could dampen your usual joy and happiness a little. This is not a good time to think too deeply or too morbidly about any relationships you are currently involved in, although it will be very easy to do so. Bide your time; things will soon pick up again."
cancer;love;20201220;"The celestial alignment indicates a very intense meeting with a person whom you already know. However, until now you have had no idea how deeply they really felt about you. There is a very strong possibility that they may be from another country or associated with a foreign company. Don't wait too long before responding; at least give them something to remember you by."
capricorn;love;20201220;The day's planetary energy could spell the end of one particular relationship, especially if it has been on the rocks for some time now. If, however, you are merely going through a little rough patch, then don't allow the day's events to dissuade you from trying again. You will tend to have a more pessimistic view than normal, but things should improve soon enough. Don't give up!
gemini;love;20201220;Your partner (current or prospective) may have a few surprises up their sleeves. The celestial alignment indicates that although the day may start off innocently enough, quite a few things may have changed by the end. It is as though your love interest suddenly has a profound realization that catalyzes them into action. But don't worry, any transformations will only change things for the better, and improve your relationship in general.
leo;love;20201220;Affairs of the heart could be very intense and deeply passionate today. If you are getting to know someone new, you can expect a volcano to erupt, as powerful forces are at work, bringing you a relationship that is going to change you from the inside out, and the outside in. There certainly won't be anything normal about today’s development!
libra;love;20201220;Relationships may not appear to be going as well as you would ideally like today. The day's planetary energy makes it more difficult for you to get through to significant others, or for them to get through to you. So, it would not be a very good time to issue any major ultimatums. Just be nice, and in a few days everything will feel differently.
pisces;love;20201220;The day's planetary energy may not help in making this the best time for a romantic evening. You will not be feeling in the greatest of moods and could find it difficult to whip up any kind of enthusiasm for what is to come. It may be better if you plan this for another time, when you will find it easier to rediscover the joy you naturally share.
sagittarius;love;20201220;Your current love interest may prove to be something of a puzzle today. If you, in your occasionally tactless manner, manage to upset them even further, you may find it extremely difficult to make any kind of contact over the next twenty-four hours. This is fine if you're not invested in the relationship, but if really do care about them, be careful!
scorpio;love;20201220;Today's planetary energy will not exactly encourage you to open up and share your deepest and most sincere feelings. You may instead feel like delivering one of your famous stings, if anyone so much as dares to mention a particular person who is causing you quite a bit of angst. It may be better still if you keep to small talk, rather than attempting any deep stuff.
taurus;love;20201220;The celestial alignment may introduce you to a powerful relationship that could have a profound impact on the way you see yourself, and on how you express yourself in general. When you meet this person, you may be fooled into thinking that it's just going to be a normal affair, but nothing could be further from the truth. They will change you in ways you cannot even imagine.
virgo;love;20201220;The celestial alignment certainly brings things alive at home today. Whether you and your partner (current or prospective) or latest love are thinking of transforming the house in some way, or perhaps going one step further and considering the joys and excitement that could be yours if you buy property abroad, it will certainly be a momentous day. Once you have set your goal, you won't look back.
aquarius;love;20201221;You and your sweetheart may find yourselves catapulted into a real adventure. The celestial alignment brings an opportunity to you both to do something radically different involving determined cooperation between you. If you take up this challenge, it may be one of the hardest things you have attempted, but also the most profound and rewarding. It will also change both of you for the better.
aries;love;20201221;Virtual meetings and events involving significant others could be very powerful today. This could be a time of major decisions, although you may not start out the day in this frame of mind. You and your partner (current or prospective) may become aware that something has to change in your relationship in order for it to continue. It could be that certain deep-seated attitudes need to shift.
cancer;love;20201221;The planetary energy brings you a great deal of security, especially in terms of one relationship. If you have felt at all overlooked and wondered whether there was truly any future for you both, today's events should put your mind at rest. Although it may not be possible for your partner (current or prospective) to shower you with love continuously, you'll now know for certain how they feel.
capricorn;love;20201221;Today's celestial alignment may enable a breakthrough in your love life. If you have been beset by obstacles, or by one major difficulty, by some miracle you just might manage to summon together all your strength and determination, and finally do what you know you must. If you have any doubts about your decision, they certainly won't remain after the deed is done.
gemini;love;20201221;The current planetary energy leaves love interests wanting practical answers to practical questions. They will not be content with one of your mercurial responses that touch lightly on everything yet promise nothing. Now they want the goods. If you can confine yourself to the here and now just for a short while, you may be able to satisfy them. But look out - they may already be tired of waiting.
leo;love;20201221;This is basically a day for dealing with all the practical stuff involved in the continuous management of your partnership (current or prospective). The planetary aspect indicates that even though it may seem boring, there is great dignity and a chance to discover a subtle delight and sense of harmony in such things as paying the bills, doing the laundry, washing the car, and cleaning the house. Enjoy!
libra;love;20201221;"It's no good pretending to be nice, especially when you are feeling such intense and powerful emotions that there is just no way you can possibly express them ""nicely."" The celestial alignment gives you an added edge that you don't normally display. So, when your love interest asks you how you are, they may be totally bowled over the amount of emotion in your response."
pisces;love;20201221;The celestial alignment may create a situation where you find your true love at a career-related virtual meeting or event. This will certainly take you by surprise and will prove to be a more life-changing event than you would have initially thought possible. From an innocent and unpretentious beginning, some great and wonderful things will certainly emerge. Fate works in very strange ways at times!
sagittarius;love;20201221;You certainly have a powerfully magnetic and attractive aura! The celestial alignment makes you shine so brightly that a loved one will find it hard to look at you. In fact, you may appear so completely enthusiastic and overwhelming that those closest to you are very tempted to steer clear. If you want some kind of human contact, you'll need to tone down your intensity and be quiet.
scorpio;love;20201221;The celestial alignment makes you even more uncompromising than ever, and you can be far more determined than most. If there is some poor innocent person that you have set your sights on, but haven't revealed your intentions to, this could be the day to do so. We can only pity their bleating cries as they struggle in vain to resist the totally and utterly irresistible.
taurus;love;20201221;The planetary energy may encourage you to consider strengthening a bond with someone whom you have grown extremely fond of. You have both arrived at a stage where you know a lot about each other's faults and failings, yet above and beyond these you both feel that life without each other would not be worth living. You are happy to settle into a deeper and more committed relationship.
virgo;love;20201221;The planetary energy brings you a feeling of real security with regard to one relationship. Even though you may have only known each other for a very short time, which could even be just a day or two, it seems as though you have known each other for the whole of eternity. You feel at home with each other and at rest in each other's arms - just perfect!
aquarius;love;20201222;With today's planetary energy, any love affairs you are enduring right now may seem to be very earthbound and disappointing. Everyone seems caught up in an endless round of mundane duties that mean that they just don't have the time for chatting endlessly about saving whales or putting an end to global warming. Attempting to understand the brain patterns of mere mortals might help!
aries;love;20201222;There is something very practical and earthy about love and romance right now. The planetary energy assists you in evaluating your romantic liaisons with a view to how they can help or hinder your progress toward certain goals. Of course, you too are willing to help your love interest get what they want! And so as long as you are happy with this arrangement you will get along just fine.
cancer;love;20201222;The celestial influence offers a lot of hope and inspiration today. If you have been looking for someone to share your life, then a particularly romantic conversation may lift your spirits. Enjoy any such communications, as they will be wonderful fun. But don't commit yourself to anything too soon, as you are not able to think clearly enough right now, or to make any sound or rational decisions!
capricorn;love;20201222;The planetary energy today may encourage you to sacrifice certain activities that usually bring you a great deal of pleasure in order to spend more time with your sweetie pie. You realize that various duties have meant that you could not be with them as much as you would like and are willing to do what it takes to restore a sense of balance and harmony. Good for you!
gemini;love;20201222;Partners may be in the mood to try and persuade you to go along with some very appealing plans, and you could be sorely tempted to follow blindly. If these involve your future together, then you will need to see that you have considered all the practical details. The celestial influence inspires you to reach for the stars yet cautions you to be careful.
leo;love;20201222;If you enjoy the sweetness and tenderness of true romance, then you will really enjoy your day today. The celestial influence breathes life into your relationships and brings you that much nearer to feeling a sense of oneness and a depth of understanding with your love interest. If there has been any estrangement between you, you will be able to clearly see the reason and take steps to put the wrongs to rights.
libra;love;20201222;With the current planetary energy at play, you may find your relationship demanding. You have recently gotten to know each other better and realized that you do have a future together that you are both enthusiastic to explore. Now comes the hard part of making this possible. Whatever the new arrangements you decide on today, make sure that they work for both of you and do not cramp your style.
pisces;love;20201222;Today's planetary configuration promises a positive and constructive time to continue building the groundwork of your latest relationship. You both feel emotionally secure together and are happy about the way things have gone so far. Perhaps it may be a good idea to celebrate your love by arranging a wonderful candlelit dinner for two or doing something really special together. Right now, you both deserve a treat!
sagittarius;love;20201222;You may find out that the conversation you had set your heart on tonight does not turn out quite as you expected. The planetary energy could make it an evening that is truly boring. The problem is that you are both on different wavelengths, and a good time out for one will be tedious for the other. Yet you could still hit it off and end up really good friends.
scorpio;love;20201222;The planetary energy brings a feeling of peace after troubled times, of calm after the storm. You have weathered some pretty rough patches recently, but rather than placing your partnership (current or prospective) in deeper water it has brought out an underlying strength. You now know that what you have between you can withstand the toughest tests and armed with this knowledge you face the future so confidently.
taurus;love;20201222;The celestial energy encourages thoughts of perfect romance as written about in myths and legends. You are very much in touch with your partner (current or prospective)'s inner being today, and you may find it difficult to focus on practicalities. If you have just fallen in love, then you may have trouble keeping your feet on the ground - but you do need to find some way to connect with reality.
virgo;love;20201222;The celestial influence helps you to probe more deeply into a situation concerning you and a loved one. If you have noticed a distance building up between you lately or had the feeling that somehow you can't seem to click, you may find that after today things improve steadily. You have the ability to get right into their heart and to attain a sense of oneness with them.
aquarius;love;20201223;Today's celestial influence makes love like a magical fairytale. It is a time when you may find yourself yearning for that perfect relationship, the one that fulfills you on every level. If it’s possible to go out on a date, the person may well seem like the answer to your most heartfelt dreams, and yet it would be unwise to expect it to remain this way forever.
aries;love;20201223;If you feel in the mood for making any romantic promises today, or if your latest love seems on the verge of declaring their undying love for you - this might not be the best time to take either yourself or them too seriously. The celestial influence means you can speak honeyed words of tenderness and caring, without taking any of it to heart. Focus on enjoying the present moment rather than planning the future.
cancer;love;20201223;Perhaps the reason you are experiencing a certain void in the romance department is because there is currently very little room in your life for the kind of relationship you are seeking. The day's astral energy gives you faith in yourself and in your ability to attract the right person. But the most important thing you can do right now is rearrange your schedule and make time for them to appear.
capricorn;love;20201223;Today's celestial influence does wonders for your love life. Not only do you find that you both share the same kind of fantasies, but you also both discover that you enjoy a unique understanding, a sense of oneness that enables you both to know what the other is thinking without having to ask. Use this occasion to celebrate your relationship and your gratitude for each other.
gemini;love;20201223;The day's astral energy brings out some of the better qualities in your relationship. It is a great day to do something intellectually stimulating together, or perhaps arrange a meal and invite a few friends along. Conversation and good humor will go a long way toward bringing you closer. Laughter has a unique healing quality that softens any defensive attitudes and encourages cooperation.
leo;love;20201223;Today's astral energy creates a very sociable atmosphere. It is a positive time for all kinds of occasions, especially if you are talking to someone for the first time. It is likely to be the quality of the conversation that really interests you. It will seem as though you share the same thoughts, ideas, and opinions, yet can also disagree in an amicable way.
libra;love;20201223;Love is just perfect today. The celestial influence encourages the best that romance has to offer. If you and your partner (current or prospective) have been working hard, and not spent much time together recently, this would be a great occasion to do something wonderful that brings back that sense of real companionship. A candlelit dinner, or a short break together could truly work a miracle!
pisces;love;20201223;The celestial influence may strengthen and deepen the bond between you and your love interest. You are always very intuitive, but right now this intuition is heightened, and it is as though you are joined together in a kind of mystical oneness. This state may not last forever but will be deeply satisfying while it does. You may understand more about each other now than ever before.
sagittarius;love;20201223;Love is on the surreal and unearthly side right now. It is not of the usual hands-on variety, so if you are going out on a date for the first time, it may be more of a romantic and spiritual affair, at least to start off with. It will be the quality of the conversation, rather than anything else, that will make the evening a success.
scorpio;love;20201223;The celestial influence may make you feel inclined to fantasize more than usual. While there is absolutely nothing wrong with a bit of daydreaming, you do need to guard against being unrealistic in your expectations of others. If your love interest does not seem to live up to your expectations, rather than wondering why they don't, it would help to tell them exactly what it is that you do want.
taurus;love;20201223;There is something genuinely good-natured and warmhearted about your relationships. The astral energy today makes it easy to open up to others and have faith and confidence. If you have been troubled with low self-esteem lately, then you will feel much better. If there is someone out there you wish to meet, you will be able to find the courage to do so. Give yourself a chance!
virgo;love;20201223;Love seems to be a very intellectual affair, especially considering the day's astral energy. If you are attending a virtual class reunion or some kind of academic occasion, don't be surprised if you come away with more than happy memories. Someone will be impressed by the way you think and the way you can hold such a stimulating conversation. Very impressed indeed!
aquarius;love;20201224;The astral energy creates quite a stir in your life. If you are already in a committed relationship, this would be a good time to make new friends. If you are single and looking for that perfect romance, you may find it in a more intellectual setting, by conversing with those who have some really topical things to discuss, perhaps in online forums or discussion groups.
aries;love;20201224;The astral energy at play brings some wonderful conversations into your life. It is through getting out and talking with others that you could meet that special person. However, it may not be their physical form that you are immediately attracted to, but rather the quality of their intellect. It is their natural wisdom and good humor that draws you to them. Enjoy!
cancer;love;20201224;The energy emanating from the planets may prove to be especially enchanting today. If you have recently fallen in love, you could find yourself absolutely swooning. Everything about the other person may seem to be a gift from the heavens. They, too, may find themselves falling madly in love with you. You may not get a lot of practical things done, but in your present frame of mind, you won't really care.
capricorn;love;20201224;You will benefit by taking the long-term view of your current relationship, rather than merely looking at it one day at a time. The present astral energy encourages you to get together and talk, not just about pleasantries, but do draw from the good humor of your hearts. Share with each other and see what your prospects are for the future. There are many new horizons you can explore together.
gemini;love;20201224;You have strong feelings, but you usually prefer to talk about them rather than go with them. The energy emanating from the planets today may just tip the scales in this respect. If you are just starting to date someone special, you could get carried away by the atmosphere, the stars, the gleam in their eyes, their promises, your promises - just about anything. Who knows? It may even be good for you!
leo;love;20201224;You respond so easily to flattery that it can sometimes complicate your life. The energy emanating from the planets makes you even more susceptible today. So, if half a dozen people, lured by your royal bearing, decide to charm you into submission with their words, remember that you have been warned. But will you take any notice? That is the question!
libra;love;20201224;The astral energy at play tends to bring people together through the power of conversation, rather than physical attraction. If you have been waiting for that special person to come along, you may be in luck talking about an art exhibition or gallery, and get into a discussion with someone whose understanding of artistic principles is second only to your own. You will certainly want to take a look at their etchings later on.
pisces;love;20201224;Love may seek you out at virtual spiritual or intellectual gatherings today. The astral energy creates a powerful atmosphere in which people can communicate together and share their thoughts as well as their beliefs on a whole variety of issues and topics. It may transpire that you talk with someone with whom you really click, both mentally and emotionally. This could end up being a deeply satisfying relationship.
sagittarius;love;20201224;The day's astral energy puts you right in your element, especially if you are working within an academic milieu. Love is quite intellectual at the moment, and you could well find yourself attracted to someone whose theories and insights you have long admired. If do get the chance to talk to them, they may be impressed with certain of your qualifications, too. Go for it!
scorpio;love;20201224;Although you tend to rely more on instinct rather than logic, today's astral energy will incline you toward thinking about the practical future of your current love relationship. Still, this will be a creative projection rather than a factual one. If you are wondering about your next steps forward as a couple, it may be better yet to talk this through with the one that matters most.
taurus;love;20201224;"The energy emanating from the planets will take you far, far away; you certainly won't be able to remain on Earth. Even though you are known for you practical nature, somehow it eludes you today. Love interests are able to suggest the most ludicrous things, like drawing out all your savings and taking them on a trip somewhere exotic and expensive. Try to remain rational, especially if their smile is particularly cheesy!"
virgo;love;20201224;The energy emanating from the planets today will tug at your emotions. If you are contemplating any major decisions concerning your current relationship, this might not be the best time to finalize them, as you are not especially clear-headed at the moment. You could be looking at things from a faulty perspective. It is better to wait until you are sure of the facts and of your feelings.
aquarius;love;20201225;On occasion you pride yourself on being far too civilized and together to consider falling in love, and often sneer at the romantically inclined. Yet the energy emanating from the planets today could dazzle your eyes with stardust, and before you know it you may be smitten. You may find yourself wandering around with those same adoring and pleading eyes that you often scoff at!
aries;love;20201225;There is a lot of dreaminess in the air today. The energy emanating from the planets gives a very surreal feeling to everything. If you are currently going through some kind of dilemma in your relationship, this may not be the best day to get it sorted out. You could find that you are laboring under some kind of misapprehension and are not seeing the issues in the right light.
cancer;love;20201225;You are more open to the untried and untested than people give you credit for, and it is in this frame of mind that friends and love interests may find you today. The planetary configuration encourages you to mix in new circles, especially if you are looking for love and romance, or even just platonic companionship. Be open to conversing with the kinds of people you would not usually approach.
capricorn;love;20201225;The energy emanating from the planets may dazzle you with expectations beyond what you would ordinarily consider reasonable. Even though you usually understand the hidden agenda and the market value of any relationship, on this occasion you may be lured into thinking that this is the real thing. Well, it may genuinely be real love for a few short hours, but soon enough reality will wake you up.
gemini;love;20201225;Today's planetary configuration may ignite your thinking processes but may not do an awful lot for your love life. You are feeling very independent and open to experimentation right now, and the thought of having to compromise or conform in any way in order to keep a relationship together may not appeal to you much. But this may be just a temporary phase, in case you are worried.
leo;love;20201225;Today's planetary configuration creates a kind of creative interlude in your romantic life. Although you are probably happy in your relationship, it may improve matters even further if you allow each other some space. If you are looking for romance, don't go to any of your usual haunts - try somewhere radically different, as this will enable you to meet some very interesting new people.
libra;love;20201225;You may find it difficult to resist someone who is totally and utterly wonderful to look at. The energy emanating from the planets makes you very aware of perfection, and you may find yourself drawn by the thought of such an awesome body. But bodies aren't everything, as you are already aware, so try not to be totally mesmerized by this one. You are being tempted.
pisces;love;20201225;The energy emanating from the planets today is particularly enticing. If you find yourself in any situation where your feelings for another overpower your commonsense and your ability to behave in a down-to-earth and sane manner - then do be careful. But when have you ever worried about sticking to the practical side of things when there is so much fun to be had? And really, who can blame you?
sagittarius;love;20201225;"If you are tempted to paint a more idyllic image of yourself and your lifestyle in order to persuade another to date you, you could be making a sad mistake. The energy emanating from the planets may encourage this tendency to exaggerate, but unfortunately you will not be able to continue keeping up the lie indefinitely; after a time, they are bound to discover the truth. Yet if they really are attracted to you, they won't care anyway."
scorpio;love;20201225;The energy emanating from the planets creates the perfect atmosphere for a night of romance, especially if you can keep rein on your emotions when your love interest, dazzled by your charm, loses their head over you. Will you be able to stay cool even if you don't want to? The cosmos suggests you may be engaged in a battle of your own in this department. A surprise is in store for you!
taurus;love;20201225;Your love interest may seem to be behaving erratically today, and not like their normal self at all. The planetary configuration could be encouraging them to want to get away on their own for a while. Rather than feeling hurt or upset by this, allow them some time out by themselves, and they will return even more amorous than ever. Let them off the hook for a bit!
virgo;love;20201225;Although you generally like your days to proceed with military precision, you may find that events take some unexpected turns today, especially in connection with your love life. The planetary configuration just doesn't allow the day to pan out in an orderly fashion. You meet someone at noon, and by one you just know this is it. Who knows what will have happened by two?
aquarius;love;20201226;The planetary configuration gives you full permission to be yourself. This should be easy enough since you generally can do nothing else but be who you are. People find you different and exciting to be with and will also want to know the secret behind your natural charisma. You may have to fight off potential dates rather than try to attract them. Life and love are on your side. Enjoy!
aries;love;20201226;Today's planetary configuration is an omen of creative change. If you have been feeling stuck or stifled in your current relationship, you probably will not wish to carry on in this way. You may decide to take action in order to preserve your individuality. However, although you may be tempted to do something drastic, chances are that you will adopt a reasonable approach and make any changes gradually.
cancer;love;20201226;All the nice things about being in love are in evidence today. The astral alignment reads just like a fairytale. You can expect flowers, presents, and impeccable behavior. So, enjoy it while it lasts. Do all those things you only dream of doing, because your partner (current or prospective) will also be inclined to follow suit. If there have been any problems, now is a great time to make amends.
capricorn;love;20201226;Just go a little crazy today, and wear something that really attracts attention. The planetary configuration is encouraging you to forget about protocol and begin to believe more in the sheer magic of nonconformity. If you are secretly looking for love, break all the rules and enjoy it! This is not easy for someone who is a real traditionalist - but sometimes these things are necessary.
gemini;love;20201226;The astral alignment indicates that in terms of love and relationships, people are acting from the noblest of intentions. How long this will last cannot be said, but while it does, it is a positive time for explaining to someone you care deeply for just how you feel. You genuinely want to give more than you receive, so it may to a nice move to buy them a present.
leo;love;20201226;The astral alignment encourages meetings and conversations of a different kind today. If you are looking for a special companion to share your life, you may just find them at spiritual centers, on retreat, or anywhere that is dedicated to helping others. The other kind of environment where you could be lucky is in a creative setting - which you may also prefer, as this comes so naturally to you.
libra;love;20201226;The planetary configuration may seem to bring a touch of chaos to your life, yet it also delivers a little magic as well. Sometimes we know what we want, but we don't always know what we need. Today you not only discover what you really want, but also what you desperately need, just when it is accidentally taken away from you. Don't take love for granted!
pisces;love;20201226;Love is very exciting and unpredictable, thanks to the energy emanating from the planetary configuration. Just as you thought you had it all sewn up, you may find that you suddenly have to rip out the stitches and start over again. However, this may not necessarily be such a bad thing. Life is full of change, and true love will change you more than you can ever know, but will it be a change for the better.
sagittarius;love;20201226;The planetary configuration brings a sudden sense of clarity. You may have felt confused about a few things associated with your love life. First of all, you realize that sitting around waiting for the right person to drop in and suddenly be everything your heart desires, is not going to happen. Second, it becomes obvious that nothing will ever happen if you don't go forward and meet life halfway.
scorpio;love;20201226;If you have become more than a little tired of a certain relationship, you could take advantage of the day's planetary configuration to make sure the message hits home, especially if the person seems to have ignored your previous and very obvious hints. You will be inspired to give them a suggestion that is so crystal clear, they will never darken your door again!
taurus;love;20201226;Love and romance take on a deeply meaningful and philosophical air. The astral alignment encourages the highest and the best that you can muster from within yourself in terms of your current relationship, or any that you are considering entering into. This in turn means examining your motives and deciding what is your basis of action. It may be a good time to clean up your act.
virgo;love;20201226;As you naturally love to help others through times of difficulty, it could be while in this role that you make a connection that will develop special meaning and depth as time goes by. The astral alignment brings you close to another on a deeply intimate level, which at first may not be at all physical. However, the emotional satisfaction more than makes up for this.
aquarius;love;20201227;The astral alignment makes this a very promising day for romance. But hold your horses, you can't go up to someone you have had your eye on, and just blurt it all out at once. You are going to have to start off with some deeply meaningful and vitally spiritual topic of conversation. If they respond and the conversation seems to flow, you will have a chance.
aries;love;20201227;The planets are radiating an energy that draws people together in some very delightful ways, including a kind of magnetic intensity. Finding a date should be relatively simple, provided you don't get into any banal conversations and come out with the standard patter. You need to hone your brain for success, thinking bigger, seeing the bigger picture, and be able to talk about more than the usual gossip.
cancer;love;20201227;There is absolutely no point in sitting off to one side and being quiet, when you are really wishing that someone delicious would walk right up to you and ask you out for a date. The planets are radiating an energy that urges you to get out of your chair and make an exhibition of yourself, and once you have succeeded in attracting someone's attention, keep talking till they do ask you out.
capricorn;love;20201227;If you are getting to know someone better today, don't get carried away, especially under the influence of the astral alignment. You could get all starry-eyed and persuade yourself that you want to be with them for the rest of eternity when you have only been talking with them a few hours. Take it easy - there is no rush. Allow some time to pass before you offer them all your most precious assets.
gemini;love;20201227;"The planets are radiating an energy that makes you a very attractive proposition, but people probably won't respond if you keep quiet and simply ooze sex appeal. They need to hear you speak; they need to listen to the enchanting tones of your dialect and ponder the velvet quality of your vowels. If you have the gift of the gab, then for goodness sakes, use it to tell everyone all the fascinating things about yourself."
leo;love;20201227;"The planets are radiating an energy that dictates that rather than merely looking absolutely stunning, you will also have to have a sexy brain. Forget the superficial trimmings; instead, focus on learning some of those awe-inspiring quotes that knock the right people out when spoken at precisely the right time in the midst of a boring conversation. This is what will get you noticed - apart from also being a published writer."
libra;love;20201227;The astral alignment today puts you in a very optimistic and slightly surreal mood. You believe anything is possible in terms of love and romance and have such confidence and faith in yourself that you may find it difficult to understand someone's reluctance to date you. It would be wise not to set your sights too high, or to think that you are an angel. You are human as well!
pisces;love;20201227;You may find romance and love strays out of the bounds of appreciation for all things earthy and physical and becomes a much more intellectual and abstract affair today. However, the planets are radiating an energy that inclines people and potential love interests to think about romance, rather than actually getting on with it, which could lead to a few problems. But don't worry - you have all the skills to circumvent an overactive brain!
sagittarius;love;20201227;The astral alignment makes both you and your love interest very inclined to fantasize heavily today. If you are both aware that you are doing this and can do so consciously, you could have a real ball. It only becomes dangerous if you are not conscious of it and are getting carried away with unrealistic hopes and expectations. Just be aware of where your minds are taking you.
scorpio;love;20201227;If you have had some very trying experiences lately in the romance department, and not been able to attract any of the high-flyers you have had your eye on, you could find that things improve today. You may, however, have to temporarily suspend your inclination to date someone for their status, and really want to go out with them because they are a genuinely nice person.
taurus;love;20201227;Small in-person gatherings or virtual social events may have a delightful surprise in store for you today, especially where romance is concerned. The planets are radiating an energy that could mean that someone finds you tantalizingly attractive and can't wait to find out what truly lies beneath your mysterious and seductive persona. This one seems to have some future in it, as long as you can talk, and talk, and talk, and talk, and...
virgo;love;20201227;If someone has fallen head over heels in love with you, perhaps it is best not to rock the boat today. The astral alignment is creating an atmosphere of idealism and perfection, and your love interest is sure to be feeling even crazier about you than ever. If it becomes too unbearable, you may have to say something, but don't be too worried - their mood could well pass in a few days.
aquarius;love;20201228;The planets are radiating an energy that not only makes this a very sociable day, but also a wonderful occasion for meeting with others (especially online) who enjoy talking about a diverse range of subjects. If you enjoy fascinating discussions, reading, writing, and general intellectual activities, then you could be in for a treat. You may find yourself attracted to someone whose brainpower you really admire. Go for it.
aries;love;20201228;The energy in the air spells a great day for you and your partner (current or prospective). If you have been overburdened with work, and have not had a break, then take advantage of the good atmosphere to talk with friends, get into a new circle of acquaintances, broaden your intellectual horizons, or even take a short jaunt out of town. Whatever you do, don't stay in and shut out the world.
cancer;love;20201228;Love and romance are calm and more platonic today. You will enjoy all kinds of intellectual pursuits as long as they have a practical basis. So, you may find that you are drawn into some wonderful conversations with a particular person who may become more than just a friend in the future, but for the moment is happy to enjoy your company.
capricorn;love;20201228;Even if you have been secretly hoping to find someone to give you a really warm hug this evening, the planets are radiating an energy that could cause you to instead end up in deep conversation. True, this could eventually get very intimate, but at this moment in time, this is as far as it gets. Give the relationship a few days - and things should have turned in your favor!
gemini;love;20201228;The planetary energy encourages you to polish your intellect and join in virtual meetings and events where you can shine in a more academic way. This is not really a time when you will be noticed for your sheer sexual magnetism, but more for the number of gray cells you have alive and kicking at any given moment. Rather than finding an awesome outfit to wear, focus on finding a fascinating topic of conversation.
leo;love;20201228;The planetary energy is making this an auspicious time for getting to know someone better. The atmosphere is just perfect, with the possibility of getting to know each other initially in a more platonic way. If you are looking for a more passionate kind of conversation, you may have to appeal to their intellectual tastes more than their physical desires. If you keep talking long enough, who knows what could happen...?
libra;love;20201228;The planets are radiating an energy that is bringing you into the limelight more than ever. People are admiring you, not just for your sporty and athletic figure, but also for your penetrating and inquiring intellect. Your deep and philosophical nature is drawing to you travelers of the mind and consciousness, who wish to journey with you to far away states of being. Now aren't you lucky!
pisces;love;20201228;Socializing and romancing is pleasant and happy today. If you are single and looking for love, then join online groups that are associated with hobbies or interests that you love to do. The planetary energy is bringing many people together to share and cooperate. You will find this approach more successful than going out to nightclubs or bars.
sagittarius;love;20201228;The planets are radiating an energy that encourages your finding a hundred and one reasons why you don't want to date a certain person, but one very powerful and controversial reason why you do. You love being the oddball, and dislike being just part of a crowd. The date you are considering will certainly get you noticed, but is it the kind of attention you really want or need?
scorpio;love;20201228;Rubbing things together creates friction, but the planets are interacting in a way that encourages powerful attractions. All you need do is keep talking, no matter how impossible it seems, how unlikely the stakes, or how up high the social ladder your opposite is. You have the know-how. Faith and confidence also help - so get some. By the end of the day you could have the date of your dreams!
taurus;love;20201228;This is not truly a romantic type of day, replete with presents, meals out, and all the accoutrements, but the planetary energy does make it very sociable. It may not be the best time to take any relationship into deeper waters, but it will be a very positive time to mingle with those who truly inspire you, and with whom you feel genuine bonds of friendship.
virgo;love;20201228;As like attracts like, and opposites also attract, what are you to do when faced with the dilemma of choosing between the two? The planets are radiating an energy suggesting that if you are faced with a choice of two or possibly more dates, you can talk your way into the one that is most suitable for you. Conduct some kind of cunning interview, while pretending to tell them your life story. You'll think of something!
aquarius;love;20201229;The energy of the day makes communicating a very easy and lighthearted affair. You feel great about everyone, but not over-passionate about anyone in particular. You are happy just to share your fabulous personality and enjoy flirting with all kinds of interesting and fascinating people. In fact, anyone who has a unique story to tell is your new best friend. Just enjoy the day.
